scrape_ts_utc,location_code,station_code,rental_bikes,open,fetch_time
2026-09-23T13:51:09Z,ZD002,ZD,33,Yes,1790171442
2026-09-23T13:51:09Z,Hto001,HTO,5,Yes,1790171442
2026-09-23T13:51:09Z,asn001,ASN,85,Yes,1790171442
2026-09-23T13:51:09Z,vs001,VS,16,Yes,1790171442
2026-09-23T13:51:09Z,es003,ES,82,Yes,1790171442
2026-09-23T13:51:09Z,hm001,HM,10,Yes,1790171442
2026-09-23T13:51:09Z,asdl001,ASDL,3,Yes,1790171442
2026-09-23T13:51:09Z,sdt001,SDT,0,Yes,1790171442
2026-09-23T13:51:09Z,vst001,VST,9,Yes,1790171442
2026-09-23T13:51:09Z,dmnz001,DMNZ,5,Yes,1790171442
2026-09-23T13:51:09Z,ktr001,KTR,1,Yes,1790171442
2026-09-23T13:51:09Z,Apg001,APG,4,Yes,1790171442
2026-09-23T13:51:09Z,ut903,BSLC,6,Yes,1790171442
2026-09-23T13:51:09Z,wc001,WC,1,Yes,1790171442
2026-09-23T13:51:09Z,est001,EST,4,Yes,1790171442
2026-09-23T13:51:09Z,ed004,ED,95,Yes,1790171442
2026-09-23T13:51:09Z,hgl002,HGL,14,Yes,1790171442
2026-09-23T13:51:09Z,mdb002,MDB,6,Yes,1790171442
2026-09-23T13:51:09Z,Mmlh002,MMLH,0,Yes,1790171442
